"name","sha"
"time_series_covid19_confirmed_global.csv","c5c1ff15e2e0d6f16dbb44a465c8e7b2df2ffd73"
"time_series_covid19_deaths_global.csv","678150bcf18856399d43fbf8b3454a8eae7fa186"
"time_series_covid19_recovered_global.csv","1c1fa225ffa0591cae35c8a9d486a66b753211b3"
